"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","090741","CME","00","090","173318","5887","24325","13538","29298","30387","6688","16479","49022","17920","19187","2463","17","109015","144362","64303","28956","649","-23028","9186","-3333","-3464","-1130","2312","-2332","-8459","1719","-597","24","-31","-28753","288","29402","361","100.0","3.4","14.0","7.8","16.9","17.5","3.9","9.5","28.3","10.3","11.1","1.4","0.0","62.9","83.3","37.1","16.7","109","8","7","9","11","17","12","18","28","19","16","4",".","77","74","18.3","18.9","28.1","30.2","17.7","17.2","23.3","26.7","(CONTRACTS OF CAD 100,000)","090741","CME","090","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","092741","CME","00","092","59983","30456","1399","1220","2445","18257","585","15427","14751","642","931","1482","0","51705","38335","8278","21648","-13162","-9740","-1955","-3768","912","2671","-721","944","-8294","173","0","-6","0","-12200","-11901","-962","-1261","100.0","50.8","2.3","2.0","4.1","30.4","1.0","25.7","24.6","1.1","1.6","2.5","0.0","86.2","63.9","13.8","36.1","52","4",".",".","4","17",".","10","11","4",".",".","0","21","39","61.8","24.0","74.2","33.3","59.8","24.0","72.2","33.3","(CONTRACTS OF CHF 125,000)","092741","CME","092","F10","Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","096742","CME","00","096","227724","86238","3795","3253","55310","104722","6887","28720","40774","20726","962","7581","305","202400","188041","25324","39683","-8081","2802","-1887","-16084","1621","1547","751","3067","8168","-446","737","767","167","-7382","-7017","-699","-1064","100.0","37.9","1.7","1.4","24.3","46.0","3.0","12.6","17.9","9.1","0.4","3.3","0.1","88.9","82.6","11.1","17.4","136","12",".","7","16","31","12","22","44","25","4","4",".","76","106","43.7","21.0","56.0","31.7","43.4","20.8","55.1","31.2","(CONTRACTS OF GBP 62,500)","096742","CME","096","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","097741","CME","00","097","146942","4659","13409","5741","35902","39106","10264","34864","26410","18958","6719","1988","217","117324","116093","29618","30849","-45224","-34590","-5472","-14496","130","-5218","300","8798","-15445","-3883","140","-69","-127","-43728","-44411","-1496","-813","100.0","3.2","9.1","3.9","24.4","26.6","7.0","23.7","18.0","12.9","4.6","1.4","0.1","79.8","79.0","20.2","21.0","117","5","7","7","24","24","16","23","28","20",".",".",".","79","82","18.5","22.4","30.1","33.2","17.7","21.1","26.0","28.1","(CONTRACTS OF JPY 12,500,000)","097741","CME","097","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","099741","CME","00","099","559379","36545","123994","11432","298115","151290","33462","25787","124641","39886","24946","11678","2383","472556","498765","86823","60614","-37944","2184","18014","-29766","-6131","-1635","-1947","3872","-11146","-3976","3045","-470","941","-31778","-29986","-6166","-7958","100.0","6.5","22.2","2.0","53.3","27.0","6.0","4.6","22.3","7.1","4.5","2.1","0.4","84.5","89.2","15.5","10.8","287","18","12","14","89","41","48","25","62","25","21","19","11","190","195","16.3","26.5","26.0","40.2","15.8","26.5","24.6","40.0","(CONTRACTS OF EUR 125,000)","099741","CME","099","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","232741","CME","00","232","194403","77116","4572","2559","13942","63741","4035","48102","56377","15776","2493","2435","210","164232","149704","30171","44699","-17989","7512","-271","-31950","392","5300","456","13039","11034","-2941","-2430","-865","-203","-16125","-19440","-1864","1451","100.0","39.7","2.4","1.3","7.2","32.8","2.1","24.7","29.0","8.1","1.3","1.3","0.1","84.5","77.0","15.5","23.0","107","10",".","5","11","20","13","25","32","17",".",".",".","62","82","42.8","28.1","55.1","38.2","42.6","27.9","52.2","38.0","(CONTRACTS OF AUD 100,000)","232741","CME","232","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","299741","CME","00","099","25075","0","9587","0","9015","5763","2343","1024","1606","0","0","589","2","12384","19890","12691","5185","-1579","0","2041","-54","-298","186","-163","494","-2322","-476","0","1","-1","-498","-788","-1081","-791","100.0","0.0","38.2","0.0","36.0","23.0","9.3","4.1","6.4","0.0","0.0","2.3","0.0","49.4","79.3","50.6","20.7","21","0",".","0","11","4","8",".",".","0","0",".",".","18","12","21.6","57.3","34.8","75.6","18.8","53.9","31.4","70.0","(CONTRACTS OF EUR 125,000)","299741","CME","099","F10","Combined"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","399741","CME","00","099","28648","4375","4528","1459","7554","10613","2298","5057","957","1916","0","1850","0","22659","23621","5989","5027","1554","-24","542","886","-831","84","51","1318","10","115","0","300","0","1515","1988","39","-434","100.0","15.3","15.8","5.1","26.4","37.0","8.0","17.7","3.3","6.7","0.0","6.5","0.0","79.1","82.5","20.9","17.5","23",".",".",".","6","8","8",".",".",".","0",".","0","18","17","44.2","42.2","64.9","63.4","38.4","38.4","54.8","54.4","(CONTRACTS OF EUR 125,000)","399741","CME","099","F10","Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","089741","CME","00","089","61735","0","44430","0","54267","0","0","4233","15520","0","1183","1030","0","59683","60980","2052","755","-1443","0","-7188","-1000","6036","0","0","1054","6736","-555","-6638","630","0","-1103","-1377","-340","-66","100.0","0.0","72.0","0.0","87.9","0.0","0.0","6.9","25.1","0.0","1.9","1.7","0.0","96.7","98.8","3.3","1.2","37","0","4","0","8","0","0","13","7","0",".",".","0","24","13","84.3","80.9","90.0","95.2","84.3","80.9","90.0","95.2","(CONTRACTS OF RUB 2,500,000)","089741","CME","089","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","095741","CME","00","095","203524","233","132530","822","126963","17738","183","65247","32725","738","2445","15947","32","196664","200715","6860","2809","-19172","-292","2485","-1478","-445","1049","-373","-402","-3095","-16926","275","-1130","32","-19609","-19436","437","264","100.0","0.1","65.1","0.4","62.4","8.7","0.1","32.1","16.1","0.4","1.2","7.8","0.0","96.6","98.6","3.4","1.4","141",".","6",".","26","10",".","48","29","6","10","10",".","90","62","54.0","70.2","67.5","82.7","53.9","70.2","67.5","82.7","(CONTRACTS OF MXN 500,000)","095741","CME","095","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","102741","CME","00","102","42985","27677","0","3350","1267","12727","315","7042","23656","903","575","460","0","41129","41411","1856","1574","875","-1714","0","2249","-29","-7431","315","2244","7592","-1763","-236","-10","0","1066","952","-191","-77","100.0","64.4","0.0","7.8","2.9","29.6","0.7","16.4","55.0","2.1","1.3","1.1","0.0","95.7","96.3","4.3","3.7","40",".","0",".",".","4",".","8","19","5",".",".","0","21","26","82.4","79.7","89.8","85.8","74.6","71.7","81.7","77.0","(CONTRACTS OF BRL 100,000)","102741","CME","102","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","112741","CME","00","112","64289","40044","1032","10","3077","33417","337","14617","16961","1922","1548","4076","8","61564","57763","2725","6526","1750","5202","-2105","-1158","-70","4241","-154","-363","573","-11","-1056","218","3","2393","1606","-643","144","100.0","62.3","1.6","0.0","4.8","52.0","0.5","22.7","26.4","3.0","2.4","6.3","0.0","95.8","89.8","4.2","10.2","104","10",".",".","6","24",".","19","32","5","4","8",".","45","68","60.1","32.9","73.2","52.3","60.1","32.9","72.6","49.8","(CONTRACTS OF NZD 100,000)","112741","CME","112","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","122741","CME","00","122","11008","6568","2653","0","0","2862","0","3530","3354","0","173","220","0","10271","9089","737","1919","-1264","524","-1123","0","-119","501","-2","-1662","-296","0","4","-35","0","-1255","-955","-9","-309","100.0","59.7","24.1","0.0","0.0","26.0","0.0","32.1","30.5","0.0","1.6","2.0","0.0","93.3","82.6","6.7","17.4","24",".",".","0","0","5","0","8","5","0",".",".","0","10","14","80.1","59.6","90.2","74.4","80.1","59.6","90.2","74.4","(CONTRACTS OF ZAR 500,000)","122741","CME","122","F15","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE","190618","2019-06-18","12460+","CBT","00","124","44321","10015","18322","5162","9228","723","721","6932","5667","1638","2110","1532","57","35862","33820","8459","10501","6466","-1640","3463","3297","3135","-540","-1109","587","-848","727","515","201","57","5568","5246","898","1220","100.0","22.6","41.3","11.6","20.8","1.6","1.6","15.6","12.8","3.7","4.8","3.5","0.1","80.9","76.3","19.1","23.7","100","15","15","13","15","4","5","21","17","13","5","8",".","74","58","23.4","31.6","36.9","44.4","21.7","28.1","32.8","38.8","($10 X DJIA INDEX)","12460+","CBT","124","F20","Combined"
"DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE","190618","2019-06-18","124603","CBT","00","124","88642","20031","36643","10323","18456","1446","1441","13863","11334","3276","4219","3063","113","71723","67639","16919","21003","12932","-3279","6926","6593","6269","-1080","-2218","1174","-1697","1453","1030","402","113","11136","10493","1796","2439","100.0","22.6","41.3","11.6","20.8","1.6","1.6","15.6","12.8","3.7","4.8","3.5","0.1","80.9","76.3","19.1","23.7","100","15","15","13","15","4","5","21","17","13","5","8",".","74","58","23.4","31.6","36.9","44.4","21.7","28.1","32.8","38.8","($5 X DJIA INDEX)","124603","CBT","124","F20","Combined"
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE","190618","2019-06-18","124606","CBT","00","124","33276","1948","21803","3932","22632","639","654","814","1205","0","796","1224","0","30776","29457","2500","3819","4928","329","858","3932","-777","-805","74","379","-662","0","0","-8","0","3937","3389","991","1539","100.0","5.9","65.5","11.8","68.0","1.9","2.0","2.4","3.6","0.0","2.4","3.7","0.0","92.5","88.5","7.5","11.5","26",".","6",".","12",".","4",".",".","0",".",".","0","20","13","58.6","70.9","77.0","83.5","54.7","59.8","69.4","71.5","($100 X DJ US REAL ESTATE INDEX)","124606","CBT","124","F20","Combined"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","13874+","CME","00","138","906385","50490","126012","92638","286954","127752","81617","54844","95240","194173","18705","63558","24145","803566","805137","102819","101249","85250","612","-718","26218","1304","1715","13590","3891","8508","17100","-1850","-453","5668","66534","71628","18716","13622","100.0","5.6","13.9","10.2","31.7","14.1","9.0","6.1","10.5","21.4","2.1","7.0","2.7","88.7","88.8","11.3","11.2","632","35","37","55","165","99","134","93","100","124","50","52","56","508","493","12.2","15.1","19.8","24.0","7.3","10.3","12.2","15.7","(S&P 500 INDEX X $250.00)","13874+","CME","138","F20","Combined"
"S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","138741","CME","00","138","87344","6788","22021","8674","5550","1682","3920","11229","10468","20447","33","34","386","57028","67634","30316","19710","16965","-3130","2753","7014","-1","-50","1262","1659","1248","4583","-21","26","116","11482","16952","5483","13","100.0","7.8","25.2","9.9","6.4","1.9","4.5","12.9","12.0","23.4","0.0","0.0","0.4","65.3","77.4","34.7","22.6","53",".","12","8",".",".",".","8","16","19","6",".","5","44","42","25.4","27.2","40.9","44.5","16.6","19.1","24.6","29.7","(S&P 500 INDEX X $250.00)","138741","CME","138","F20","Combined"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","138748","CME","00","138","23284","10589","13060","2353","5601","3876","1607","1313","932","0","0","300","0","21463","22128","1821","1156",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","45.5","56.1","10.1","24.1","16.6","6.9","5.6","4.0","0.0","0.0","1.3","0.0","92.2","95.0","7.8","5.0","25","5","7",".","6",".",".",".",".","0","0",".","0","16","13","59.3","52.4","81.2","83.2","51.8","52.4","67.5","74.1","($100 x S&P Select Sector Consumer Staples Index price)","138748","CME","138","F20","Combined"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","138749","CME","00","138","17822","5320","12330","4153","4979","0","74","318","754","0","373","0","0","15217","17311","2605","511","3324","60","99","3244","-482","0","0","63","200","0","50","0","0","2935","3543","389","-219","100.0","29.9","69.2","23.3","27.9","0.0","0.4","1.8","4.2","0.0","2.1","0.0","0.0","85.4","97.1","14.6","2.9","21","5","6","7","5","0",".",".",".","0",".","0","0","15","15","59.4","79.6","74.3","91.3","46.1","65.1","57.3","72.3","($100 x S&P Select Sector Energy Index price)","138749","CME","138","F20","Combined"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","13874A","CME","00","138","4095207","248842","550290","389485","1414617","637944","380886","276292","482085","810409","93362","317622","118794","3732688","3687515","362519","407692","341424","16130","-19933","98600","-70","2226","68238","9015","34152","64731","-9144","-2397","27762","275262","273379","66162","68045","100.0","6.1","13.4","9.5","34.5","15.6","9.3","6.7","11.8","19.8","2.3","7.8","2.9","91.1","90.0","8.9","10.0","619","35","36","53","165","98","133","93","95","120","46","50","53","494","484","12.5","15.2","20.7","24.7","8.2","11.1","13.8","17.6","($50 X S&P 500 INDEX)","13874A","CME","138","F20","Combined"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","13874C","CME","00","138","19889","3585","10687","6443","6413","0","769","444","528","0","0","0","0","17654","18427","2235","1462","-5934","1092","215","-6287","-622","0","0","0","0","0","0","0","0","-5817","-6072","-117","138","100.0","18.0","53.7","32.4","32.2","0.0","3.9","2.2","2.7","0.0","0.0","0.0","0.0","88.8","92.6","11.2","7.4","24","4","9","5","7","0",".",".",".","0","0","0","0","17","14","55.0","59.6","75.8","81.5","30.7","41.8","44.9","52.9","($250 x S&P Select Sector Financial Index price)","13874C","CME","138","F20","Combined"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","13874E","CME","00","138","13503","232","7184","2001","8194","1060","0","438","532","0","250","0","0","11115","10777","2388","2726",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","1.7","53.2","14.8","60.7","7.9","0.0","3.2","3.9","0.0","1.9","0.0","0.0","82.3","79.8","17.7","20.2","20",".","9","4",".",".","0",".",".","0",".","0","0","11","13","69.1","49.3","77.4","69.2","62.5","45.2","67.5","60.8","($100 x S&P Select Sector Health Care Index price)","13874E","CME","138","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","13874J","CME","00","138","23769","9508","5079","5787","3185","9658","1306","389","264","0","0","403","0","20175","22497","3594","1272","6839","634","378","5787","72","446","34","0","-209","0","0","0","0","6527","6436","312","403","100.0","40.0","21.4","24.3","13.4","40.6","5.5","1.6","1.1","0.0","0.0","1.7","0.0","84.9","94.6","15.1","5.4","23","6","5","4",".","6",".",".",".","0","0",".","0","13","17","61.8","61.4","79.2","80.1","39.3","48.6","52.8","57.5","($100 x S&P Select Sector Utilities Index price)","13874J","CME","138","F20","Combined"
"NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE","190618","2019-06-18","20974+","CME","00","209","54326","10353","10578","4927","16316","9477","2332","5384","10416","5661","1198","2313","640","46813","46345","7513","7981","5730","-730","1515","4411","-253","-590","1306","-1404","-2352","1378","184","403","482","5375","6552","355","-823","100.0","19.1","19.5","9.1","30.0","17.4","4.3","9.9","19.2","10.4","2.2","4.3","1.2","86.2","85.3","13.8","14.7","247","24","25","21","45","34","28","27","59","31","15","18","12","167","172","20.8","15.1","31.6","25.9","19.7","11.9","28.6","19.8","(NASDAQ 100 INDEX X $100)","20974+","CME","209","F20","Combined"
